,attack_type
388,normal
389,normal
390,normal
391,anomaly
392,anomaly
393,anomaly
394,anomaly
395,anomaly
396,anomaly
397,anomaly
398,normal
399,normal
400,anomaly
401,normal
402,normal
403,anomaly
404,normal
405,normal
406,normal
407,anomaly
408,anomaly
409,normal
410,anomaly
411,normal
412,normal
413,anomaly
414,normal
415,normal
416,anomaly
417,anomaly
418,anomaly
419,normal
420,anomaly
421,anomaly
422,anomaly
423,anomaly
424,normal
425,anomaly
426,normal
427,normal
428,anomaly
429,normal
430,anomaly
431,anomaly
432,normal
433,normal
434,normal
435,normal
436,normal
437,normal
438,normal
439,anomaly
440,normal
441,anomaly
442,anomaly
443,normal
444,normal
445,anomaly
446,anomaly
447,anomaly
448,normal
449,normal
450,normal
451,anomaly
452,anomaly
453,anomaly
454,normal
455,anomaly
456,normal
457,anomaly
458,anomaly
459,normal
460,normal
461,anomaly
462,normal
463,normal
464,anomaly
465,anomaly
466,anomaly
467,normal
468,normal
469,anomaly
470,normal
471,anomaly
472,normal
473,anomaly
474,normal
475,normal
476,anomaly
477,anomaly
478,normal
479,anomaly
480,anomaly
481,anomaly
482,normal
483,anomaly
484,normal
485,normal
486,anomaly
487,anomaly
488,normal
489,anomaly
490,normal
491,normal
492,normal
493,normal
494,anomaly
495,normal
496,normal
497,normal
498,normal
499,normal
500,normal
501,anomaly
502,normal
503,normal
504,normal
505,anomaly
506,anomaly
507,normal
508,anomaly
509,normal
510,normal
511,normal
512,normal
513,normal
514,normal
515,anomaly
516,anomaly
517,normal
518,normal
519,anomaly
520,normal
521,anomaly
522,normal
523,normal
524,normal
525,anomaly
526,normal
527,anomaly
528,anomaly
529,anomaly
530,anomaly
531,anomaly
532,normal
533,anomaly
534,normal
535,anomaly
536,normal
537,anomaly
538,normal
539,anomaly
540,anomaly
541,normal
542,normal
543,normal
544,normal
545,normal
546,anomaly
547,normal
548,anomaly
549,anomaly
550,anomaly
551,normal
552,anomaly
553,normal
554,normal
555,anomaly
556,anomaly
557,anomaly
558,anomaly
559,normal
560,anomaly
561,normal
562,normal
563,anomaly
564,anomaly
565,normal
566,anomaly
567,anomaly
568,normal
569,anomaly
570,anomaly
571,anomaly
572,anomaly
573,normal
574,normal
575,normal
576,anomaly
577,normal
578,normal
579,normal
580,anomaly
581,anomaly
582,normal
583,normal
584,normal
585,anomaly
586,normal
587,normal
588,anomaly
589,normal
590,anomaly
591,anomaly
592,normal
593,normal
594,anomaly
595,normal
596,anomaly
597,normal
598,anomaly
599,anomaly
600,normal
601,anomaly
602,anomaly
603,normal
604,anomaly
605,anomaly
606,anomaly
607,normal
608,anomaly
609,normal
610,anomaly
611,normal
612,normal
613,normal
614,anomaly
615,anomaly
616,normal
617,normal
618,anomaly
619,normal
620,anomaly
621,anomaly
622,normal
623,anomaly
624,anomaly
625,anomaly
626,anomaly
627,normal
628,anomaly
629,normal
630,anomaly
631,normal
632,normal
633,anomaly
634,normal
635,normal
636,normal
637,anomaly
638,normal
639,anomaly
640,normal
641,normal
642,anomaly
643,normal
644,anomaly
645,anomaly
646,anomaly
647,anomaly
648,normal
649,anomaly
650,normal
651,anomaly
652,normal
653,normal
654,normal
655,normal
656,normal
657,normal
658,anomaly
659,normal
660,anomaly
661,anomaly
662,normal
663,normal
664,anomaly
665,anomaly
666,anomaly
667,normal
668,normal
669,normal
670,anomaly
671,normal
672,anomaly
673,anomaly
674,normal
675,normal
676,normal
677,anomaly
678,anomaly
679,normal
680,normal
681,normal
682,normal
683,normal
684,normal
685,normal
686,anomaly
687,anomaly
688,anomaly
689,normal
690,normal
691,normal
692,anomaly
693,normal
694,anomaly
695,anomaly
696,normal
697,normal
698,normal
699,normal
700,normal
701,normal
702,anomaly
703,normal
704,anomaly
705,anomaly
706,normal
707,anomaly
708,anomaly
709,anomaly
710,normal
711,anomaly
712,anomaly
713,normal
714,anomaly
715,normal
716,anomaly
717,anomaly
718,normal
719,normal
720,normal
721,normal
722,normal
723,anomaly
724,anomaly
725,normal
726,normal
727,normal
728,normal
729,normal
730,normal
731,anomaly
732,anomaly
733,normal
734,normal
735,normal
736,anomaly
737,anomaly
738,normal
739,anomaly
740,anomaly
741,anomaly
742,normal
743,anomaly
744,normal
745,normal
746,normal
747,anomaly
748,normal
749,anomaly
750,anomaly
751,normal
752,anomaly
753,anomaly
754,anomaly
755,anomaly
756,anomaly
757,anomaly
758,anomaly
759,anomaly
760,anomaly
761,normal
762,anomaly
763,normal
764,anomaly
765,anomaly
766,normal
767,anomaly
768,anomaly
769,anomaly
770,anomaly
771,normal
772,normal
773,normal
774,anomaly
775,anomaly
776,anomaly
777,anomaly
778,normal
779,anomaly
780,anomaly
781,normal
782,normal
783,normal
784,anomaly
785,normal
786,anomaly
787,anomaly
788,normal
789,anomaly
790,normal
791,anomaly
792,anomaly
793,anomaly
794,anomaly
795,anomaly
796,normal
797,anomaly
798,normal
799,normal
800,normal
801,normal
802,normal
803,normal
804,normal
805,anomaly
806,anomaly
807,anomaly
808,normal
809,anomaly
810,normal
811,anomaly
812,normal
813,normal
814,anomaly
815,normal
816,normal
817,normal
818,anomaly
819,normal
820,normal
821,normal
822,anomaly
823,anomaly
824,normal
825,anomaly
826,normal
827,normal
828,anomaly
829,normal
830,normal
831,anomaly
832,normal
833,anomaly
834,normal
835,anomaly
836,normal
837,anomaly
838,normal
839,normal
840,normal
841,anomaly
842,normal
843,anomaly
844,normal
845,anomaly
846,anomaly
847,normal
848,anomaly
849,normal
850,anomaly
851,anomaly
852,anomaly
853,normal
854,anomaly
855,anomaly
856,normal
857,anomaly
858,anomaly
859,anomaly
860,normal
861,normal
862,anomaly
863,anomaly
864,normal
865,normal
866,normal
867,normal
868,normal
869,anomaly
870,anomaly
871,normal
872,anomaly
873,anomaly
874,anomaly
875,anomaly
876,anomaly
877,anomaly
878,normal
879,normal
880,anomaly
881,anomaly
882,anomaly
883,anomaly
884,normal
885,normal
886,anomaly
887,normal
888,normal
889,normal
890,anomaly
891,normal
892,anomaly
893,anomaly
894,normal
895,anomaly
896,anomaly
897,anomaly
898,anomaly
899,anomaly
900,normal
901,anomaly
902,normal
903,normal
904,anomaly
905,normal
906,anomaly
907,normal
908,anomaly
909,anomaly
910,anomaly
911,anomaly
912,anomaly
913,anomaly
914,anomaly
915,anomaly
916,anomaly
917,normal
918,anomaly
919,anomaly
920,normal
921,normal
922,anomaly
923,normal
924,anomaly
925,normal
926,anomaly
927,anomaly
928,anomaly
929,anomaly
930,anomaly
931,normal
932,normal
933,anomaly
934,normal
935,normal
936,normal
937,normal
938,normal
939,anomaly
940,anomaly
941,normal
942,normal
943,normal
944,normal
945,anomaly
946,anomaly
947,anomaly
948,anomaly
949,normal
950,anomaly
951,normal
952,normal
953,normal
954,normal
955,anomaly
956,normal
957,anomaly
958,anomaly
959,normal
960,normal
961,normal
962,anomaly
963,normal
964,anomaly
965,anomaly
966,anomaly
967,normal
968,normal
969,normal
970,normal
971,normal
972,anomaly
973,normal
974,anomaly
975,normal
976,normal
977,normal
978,normal
979,normal
980,normal
981,normal
982,normal
983,anomaly
984,normal
985,anomaly
986,normal
987,anomaly
988,anomaly
989,normal
990,anomaly
991,anomaly
992,anomaly
993,anomaly
994,normal
995,normal
996,anomaly
997,anomaly
998,normal
999,anomaly
1000,normal
1001,normal
1002,anomaly
1003,anomaly
1004,normal
1005,normal
1006,anomaly
1007,normal
1008,anomaly
1009,anomaly
1010,normal
1011,anomaly
1012,anomaly
1013,normal
1014,anomaly
1015,anomaly
1016,normal
1017,anomaly
1018,anomaly
1019,anomaly
1020,anomaly
1021,anomaly
1022,anomaly
1023,anomaly
1024,normal
1025,normal
1026,anomaly
1027,normal
1028,anomaly
1029,normal
1030,normal
1031,anomaly
1032,normal
1033,anomaly
1034,normal
1035,anomaly
1036,normal
1037,anomaly
1038,anomaly
1039,normal
1040,anomaly
1041,anomaly
1042,normal
1043,normal
1044,anomaly
1045,normal
1046,normal
1047,normal
1048,anomaly
1049,normal
1050,anomaly
1051,anomaly
1052,normal
1053,anomaly
1054,anomaly
1055,normal
1056,anomaly
1057,normal
1058,anomaly
1059,anomaly
1060,normal
1061,anomaly
1062,normal
1063,normal
1064,anomaly
1065,normal
1066,anomaly
1067,normal
1068,normal
1069,anomaly
1070,anomaly
1071,anomaly
1072,anomaly
1073,normal
1074,anomaly
1075,normal
1076,normal
1077,anomaly
1078,normal
1079,anomaly
1080,normal
1081,normal
1082,anomaly
1083,normal
1084,anomaly
1085,normal
1086,normal
1087,anomaly
1088,anomaly
1089,normal
1090,anomaly
1091,normal
1092,anomaly
1093,anomaly
1094,anomaly
1095,normal
1096,normal
1097,normal
1098,normal
1099,anomaly
1100,normal
1101,normal
1102,normal
1103,normal
1104,anomaly
1105,anomaly
1106,normal
1107,normal
1108,normal
1109,normal
1110,anomaly
1111,normal
1112,anomaly
1113,normal
1114,anomaly
1115,normal
1116,anomaly
1117,anomaly
1118,normal
1119,normal
1120,normal
1121,anomaly
1122,anomaly
1123,normal
1124,anomaly
1125,normal
1126,normal
1127,normal
1128,normal
1129,normal
1130,normal
1131,anomaly
1132,normal
1133,normal
1134,anomaly
1135,anomaly
1136,anomaly
1137,normal
1138,anomaly
1139,anomaly
1140,anomaly
1141,anomaly
1142,anomaly
1143,anomaly
1144,normal
1145,anomaly
1146,normal
1147,anomaly
1148,anomaly
1149,anomaly
1150,anomaly
1151,normal
1152,normal
1153,anomaly
1154,anomaly
1155,anomaly
1156,anomaly
1157,anomaly
1158,anomaly
1159,anomaly
1160,normal
1161,anomaly
1162,anomaly
1163,anomaly
1164,anomaly
1165,anomaly
1166,normal
1167,anomaly
1168,anomaly
1169,anomaly
1170,anomaly
1171,normal
1172,normal
1173,anomaly
1174,normal
1175,normal
1176,anomaly
1177,normal
1178,normal
1179,anomaly
1180,normal
1181,anomaly
1182,anomaly
1183,anomaly
1184,anomaly
1185,normal
1186,normal
1187,normal
1188,normal
1189,anomaly
1190,anomaly
1191,normal
1192,normal
1193,normal
1194,anomaly
1195,normal
1196,normal
1197,anomaly
1198,normal
1199,normal
1200,anomaly
1201,anomaly
1202,anomaly
1203,normal
1204,normal
1205,normal
1206,anomaly
1207,normal
1208,anomaly
1209,normal
1210,anomaly
1211,normal
1212,anomaly
1213,normal
1214,anomaly
1215,anomaly
1216,normal
1217,normal
1218,normal
1219,anomaly
1220,anomaly
1221,normal
1222,anomaly
1223,anomaly
1224,anomaly
1225,normal
1226,anomaly
1227,anomaly
1228,normal
1229,normal
1230,normal
1231,anomaly
1232,normal
1233,anomaly
1234,anomaly
1235,anomaly
1236,normal
1237,anomaly
1238,normal
1239,normal
1240,normal
1241,normal
1242,normal
1243,normal
1244,anomaly
1245,normal
1246,normal
1247,normal
1248,normal
1249,anomaly
1250,normal
1251,normal
1252,normal
1253,anomaly
1254,normal
1255,normal
1256,anomaly
1257,anomaly
1258,anomaly
1259,normal
1260,normal
1261,anomaly
1262,anomaly
1263,anomaly
1264,normal
1265,anomaly
1266,anomaly
1267,normal
1268,anomaly
1269,normal
1270,anomaly
1271,anomaly
1272,anomaly
1273,normal
1274,anomaly
1275,normal
1276,anomaly
1277,anomaly
1278,anomaly
1279,anomaly
1280,anomaly
1281,normal
1282,anomaly
1283,normal
1284,anomaly
1285,anomaly
1286,normal
1287,normal
1288,anomaly
1289,normal
1290,anomaly
1291,normal
1292,anomaly
1293,normal
1294,anomaly
1295,normal
1296,normal
1297,anomaly
1298,normal
1299,normal
1300,anomaly
1301,anomaly
1302,anomaly
1303,anomaly
1304,normal
1305,anomaly
1306,normal
1307,anomaly
1308,anomaly
1309,normal
1310,normal
1311,anomaly
1312,anomaly
1313,normal
1314,normal
1315,normal
1316,normal
1317,anomaly
1318,normal
1319,anomaly
1320,anomaly
1321,anomaly
1322,normal
1323,anomaly
1324,anomaly
1325,anomaly
1326,anomaly
1327,normal
1328,anomaly
1329,anomaly
1330,normal
1331,anomaly
1332,normal
1333,normal
1334,normal
1335,normal
1336,normal
1337,normal
1338,normal
1339,normal
1340,normal
1341,normal
1342,anomaly
1343,anomaly
1344,normal
1345,normal
1346,anomaly
1347,anomaly
1348,normal
1349,normal
1350,normal
1351,anomaly
1352,anomaly
1353,anomaly
1354,anomaly
1355,normal
1356,anomaly
1357,anomaly
1358,anomaly
1359,normal
1360,anomaly
1361,anomaly
1362,anomaly
1363,normal
1364,normal
1365,normal
1366,anomaly
1367,anomaly
1368,normal
1369,anomaly
1370,normal
1371,normal
1372,anomaly
1373,normal
1374,normal
1375,anomaly
1376,normal
1377,normal
1378,anomaly
1379,anomaly
1380,anomaly
1381,anomaly
1382,normal
1383,normal
1384,anomaly
1385,anomaly
1386,anomaly
1387,anomaly
1388,normal
1389,anomaly
1390,anomaly
1391,normal
1392,normal
1393,anomaly
1394,anomaly
1395,anomaly
1396,normal
1397,anomaly
1398,normal
1399,normal
1400,normal
1401,normal
1402,normal
1403,anomaly
1404,anomaly
1405,anomaly
1406,normal
1407,anomaly
1408,normal
1409,anomaly
1410,anomaly
1411,anomaly
1412,normal
1413,normal
1414,anomaly
1415,anomaly
1416,normal
1417,anomaly
1418,anomaly
1419,anomaly
1420,normal
1421,normal
1422,normal
1423,anomaly
1424,anomaly
1425,anomaly
1426,anomaly
1427,normal
1428,normal
1429,anomaly
1430,anomaly
1431,anomaly
1432,anomaly
1433,anomaly
1434,anomaly
1435,anomaly
1436,anomaly
1437,normal
1438,anomaly
1439,normal
1440,anomaly
1441,anomaly
1442,anomaly
1443,anomaly
1444,anomaly
1445,anomaly
1446,normal
1447,anomaly
1448,normal
1449,anomaly
1450,normal
1451,normal
1452,anomaly
1453,normal
1454,normal
1455,normal
1456,anomaly
1457,anomaly
1458,normal
1459,normal
1460,anomaly
1461,normal
1462,normal
1463,anomaly
1464,anomaly
1465,normal
1466,normal
1467,anomaly
1468,normal
1469,anomaly
1470,anomaly
1471,anomaly
1472,normal
1473,anomaly
1474,anomaly
1475,anomaly
1476,normal
1477,normal
1478,normal
1479,normal
1480,anomaly
1481,anomaly
1482,normal
1483,anomaly
1484,normal
1485,anomaly
1486,anomaly
1487,normal
1488,anomaly
1489,normal
1490,normal
1491,normal
1492,normal
1493,anomaly
1494,anomaly
1495,normal
1496,anomaly
1497,anomaly
1498,anomaly
1499,normal
1500,normal
1501,normal
1502,normal
1503,normal
1504,normal
1505,normal
1506,normal
1507,normal
1508,anomaly
1509,normal
1510,normal
1511,anomaly
1512,normal
1513,anomaly
1514,normal
1515,normal
1516,anomaly
1517,normal
1518,normal
1519,normal
1520,anomaly
1521,normal
1522,anomaly
1523,anomaly
1524,anomaly
1525,normal
1526,normal
1527,normal
1528,normal
1529,anomaly
1530,normal
1531,normal
1532,anomaly
1533,anomaly
1534,anomaly
1535,normal
1536,anomaly
1537,anomaly
1538,normal
1539,anomaly
1540,normal
1541,anomaly
1542,anomaly
1543,anomaly
1544,normal
1545,anomaly
1546,anomaly
1547,anomaly
1548,anomaly
1549,normal
1550,normal
1551,anomaly
1552,normal
1553,normal
1554,anomaly
1555,normal
1556,normal
1557,normal
1558,normal
1559,anomaly
1560,normal
1561,normal
1562,anomaly
1563,normal
1564,anomaly
1565,normal
1566,anomaly
1567,normal
1568,normal
1569,normal
1570,normal
1571,anomaly
1572,normal
1573,normal
1574,normal
1575,anomaly
1576,normal
1577,normal
1578,anomaly
1579,normal
1580,anomaly
1581,anomaly
1582,normal
1583,normal
1584,normal
1585,normal
1586,anomaly
1587,anomaly
1588,normal
1589,normal
1590,normal
1591,anomaly
1592,normal
1593,normal
1594,anomaly
1595,normal
1596,normal
1597,anomaly
1598,anomaly
1599,normal
1600,anomaly
1601,anomaly
1602,anomaly
1603,normal
1604,anomaly
1605,anomaly
1606,anomaly
1607,normal
1608,normal
1609,normal
1610,anomaly
1611,anomaly
1612,anomaly
1613,normal
1614,normal
1615,anomaly
1616,normal
1617,anomaly
1618,anomaly
1619,anomaly
1620,anomaly
1621,anomaly
1622,normal
1623,anomaly
1624,anomaly
1625,anomaly
1626,normal
1627,normal
1628,normal
1629,normal
1630,normal
1631,normal
1632,anomaly
1633,normal
1634,normal
1635,normal
1636,anomaly
1637,anomaly
1638,anomaly
1639,normal
1640,anomaly
1641,normal
1642,normal
1643,normal
1644,anomaly
1645,anomaly
1646,normal
1647,normal
1648,anomaly
1649,anomaly
1650,normal
1651,normal
1652,normal
1653,normal
1654,normal
1655,anomaly
1656,normal
1657,normal
1658,anomaly
1659,anomaly
1660,normal
1661,normal
1662,anomaly
1663,anomaly
1664,anomaly
1665,normal
1666,normal
1667,normal
1668,normal
1669,normal
1670,normal
1671,anomaly
1672,normal
1673,normal
1674,normal
1675,anomaly
1676,anomaly
1677,anomaly
1678,normal
1679,normal
1680,normal
1681,anomaly
1682,normal
1683,normal
1684,normal
1685,normal
1686,anomaly
1687,anomaly
1688,anomaly
1689,normal
1690,normal
1691,normal
1692,anomaly
1693,anomaly
1694,normal
1695,normal
1696,normal
1697,normal
1698,normal
1699,normal
1700,anomaly
1701,normal
1702,normal
1703,anomaly
1704,normal
1705,normal
1706,normal
1707,normal
1708,normal
1709,normal
1710,anomaly
1711,normal
1712,anomaly
1713,normal
1714,normal
1715,anomaly
1716,anomaly
1717,anomaly
1718,normal
1719,anomaly
1720,normal
1721,anomaly
1722,normal
1723,anomaly
1724,normal
1725,anomaly
1726,anomaly
1727,normal
1728,normal
1729,normal
1730,normal
1731,normal
1732,normal
1733,anomaly
1734,normal
1735,normal
1736,normal
1737,anomaly
1738,anomaly
1739,anomaly
1740,anomaly
1741,normal
1742,normal
1743,anomaly
1744,anomaly
1745,normal
1746,normal
1747,anomaly
1748,anomaly
1749,anomaly
1750,normal
1751,normal
1752,normal
1753,normal
1754,anomaly
1755,normal
1756,normal
1757,normal
1758,normal
1759,normal
1760,normal
1761,anomaly
1762,anomaly
1763,anomaly
1764,normal
1765,normal
1766,anomaly
1767,anomaly
1768,normal
1769,anomaly
1770,anomaly
1771,anomaly
1772,normal
1773,normal
1774,normal
1775,normal
1776,anomaly
1777,anomaly
1778,anomaly
1779,normal
1780,anomaly
1781,anomaly
1782,anomaly
1783,anomaly
1784,normal
1785,normal
1786,anomaly
1787,normal
1788,anomaly
1789,anomaly
1790,anomaly
1791,normal
1792,normal
1793,normal
1794,anomaly
1795,normal
1796,normal
1797,anomaly
1798,normal
1799,anomaly
1800,anomaly
1801,anomaly
1802,normal
1803,normal
1804,normal
1805,normal
1806,normal
1807,anomaly
1808,normal
1809,anomaly
1810,normal
1811,normal
1812,anomaly
1813,anomaly
1814,anomaly
1815,anomaly
1816,normal
1817,anomaly
1818,anomaly
1819,normal
1820,normal
1821,normal
1822,normal
1823,anomaly
1824,anomaly
1825,anomaly
1826,normal
1827,normal
1828,normal
1829,normal
1830,normal
1831,anomaly
1832,anomaly
1833,normal
1834,anomaly
1835,anomaly
1836,normal
1837,normal
1838,anomaly
1839,normal
1840,normal
1841,normal
1842,anomaly
1843,anomaly
1844,anomaly
1845,anomaly
1846,normal
1847,normal
1848,anomaly
1849,normal
1850,normal
1851,normal
1852,anomaly
1853,anomaly
1854,anomaly
1855,normal
1856,normal
1857,normal
1858,normal
1859,anomaly
1860,anomaly
1861,anomaly
1862,anomaly
1863,anomaly
1864,anomaly
1865,normal
1866,anomaly
1867,anomaly
1868,normal
1869,normal
1870,normal
1871,anomaly
1872,anomaly
1873,normal
1874,normal
1875,anomaly
1876,anomaly
1877,anomaly
1878,normal
1879,normal
1880,normal
1881,normal
1882,normal
1883,normal
1884,normal
1885,anomaly
1886,anomaly
1887,anomaly
1888,anomaly
1889,anomaly
1890,anomaly
1891,normal
1892,anomaly
1893,normal
1894,anomaly
1895,normal
1896,anomaly
1897,normal
1898,normal
1899,normal
1900,normal
1901,anomaly
1902,anomaly
1903,anomaly
1904,normal
1905,normal
1906,normal
1907,normal
1908,anomaly
1909,normal
1910,normal
1911,normal
1912,normal
1913,normal
1914,normal
1915,anomaly
1916,normal
1917,normal
1918,anomaly
1919,normal
1920,normal
1921,anomaly
1922,normal
1923,anomaly
1924,normal
1925,normal
1926,normal
1927,anomaly
1928,anomaly
1929,normal
1930,anomaly
1931,normal
1932,anomaly
1933,normal
1934,anomaly
1935,anomaly
1936,anomaly
1937,anomaly
1938,anomaly
1939,normal
1940,normal
1941,anomaly
1942,anomaly
1943,normal
1944,normal
1945,normal
1946,normal
1947,normal
1948,anomaly
1949,normal
1950,anomaly
1951,normal
1952,normal
1953,normal
1954,normal
1955,anomaly
1956,anomaly
1957,normal
1958,normal
1959,anomaly
1960,normal
1961,normal
1962,anomaly
1963,anomaly
1964,normal
1965,normal
1966,anomaly
1967,normal
1968,normal
1969,normal
1970,normal
1971,normal
1972,anomaly
1973,anomaly
1974,normal
1975,normal
1976,normal
1977,anomaly
1978,normal
1979,anomaly
1980,normal
1981,anomaly
1982,normal
1983,anomaly
1984,normal
1985,normal
1986,normal
1987,normal
1988,normal
1989,normal
1990,anomaly
1991,anomaly
1992,normal
1993,normal
1994,normal
1995,anomaly
1996,normal
1997,normal
1998,anomaly
1999,normal
2000,normal
2001,anomaly
2002,anomaly
2003,anomaly
2004,anomaly
2005,normal
2006,anomaly
2007,normal
2008,anomaly
2009,normal
2010,normal
2011,anomaly
2012,anomaly
2013,normal
2014,normal
2015,anomaly
2016,normal
2017,normal
2018,anomaly
2019,normal
2020,anomaly
2021,anomaly
2022,normal
2023,normal
2024,anomaly
2025,anomaly
2026,normal
2027,normal
2028,anomaly
2029,normal
2030,normal
2031,anomaly
2032,anomaly
2033,normal
2034,normal
2035,normal
2036,normal
2037,normal
2038,anomaly
2039,normal
2040,anomaly
2041,normal
2042,normal
2043,normal
2044,anomaly
2045,normal
2046,normal
2047,normal
2048,normal
2049,normal
2050,anomaly
2051,anomaly
2052,anomaly
2053,normal
2054,normal
2055,normal
2056,normal
2057,normal
2058,normal
2059,normal
2060,anomaly
2061,normal
2062,anomaly
2063,normal
2064,normal
2065,anomaly
2066,normal
2067,normal
2068,normal
2069,anomaly
2070,normal
2071,normal
2072,normal
2073,normal
2074,normal
2075,anomaly
2076,normal
2077,normal
2078,anomaly
2079,normal
2080,anomaly
2081,anomaly
2082,normal
2083,normal
2084,anomaly
2085,anomaly
2086,anomaly
2087,anomaly
2088,normal
2089,anomaly
2090,anomaly
2091,normal
2092,anomaly
2093,normal
2094,normal
2095,normal
2096,anomaly
2097,normal
2098,anomaly
2099,normal
2100,normal
2101,normal
2102,normal
2103,normal
2104,normal
2105,normal
2106,anomaly
2107,normal
2108,anomaly
2109,normal
2110,normal
2111,normal
2112,normal
2113,normal
2114,anomaly
2115,anomaly
2116,normal
2117,anomaly
2118,anomaly
2119,normal
2120,normal
2121,normal
2122,anomaly
2123,anomaly
2124,normal
2125,anomaly
2126,anomaly
2127,normal
2128,normal
2129,normal
2130,normal
2131,normal
2132,normal
2133,normal
2134,anomaly
2135,anomaly
2136,normal
2137,normal
2138,anomaly
2139,anomaly
2140,anomaly
2141,anomaly
2142,anomaly
2143,normal
2144,normal
2145,normal
2146,normal
2147,normal
2148,normal
2149,normal
2150,normal
2151,normal
2152,anomaly
2153,normal
2154,normal
2155,anomaly
2156,normal
